Season,Team,Player,Position,Appearances,Minutes_Played,Goals,Assists
2018/19,Norwich,John Allen,Forward,27,2565,11,10
2018/19,Norwich,Chris Thomas,Midfielder,21,1302,11,0
2018/19,Norwich,Jack Thomas,Defender,19,1596,23,8
2018/19,Norwich,Ethan King,Midfielder,24,1728,8,0
2018/19,Norwich,John King,Forward,28,1820,5,14
2018/19,Norwich,Daniel Anderson,Defender,37,3367,23,2
2018/19,Norwich,Aaron Thompson,Forward,22,2046,8,11
2018/19,Norwich,Michael Taylor,Midfielder,15,1020,7,7
2018/19,Norwich,Chris Young,Defender,8,544,19,5
2018/19,Norwich,Noah Hall,Defender,27,1998,14,12
2018/19,Norwich,David Thompson,Forward,38,2774,4,5
2018/19,Norwich,Daniel Lewis,Defender,35,2310,1,9
2018/19,Norwich,Ben Walker,Midfielder,19,1577,21,1
2018/19,Norwich,Liam Thomas,Defender,12,1044,2,15
2018/19,Southampton,Aaron Martin,Forward,27,1863,23,13
2018/19,Southampton,Luke Walker,Forward,17,1105,9,7
2018/19,Southampton,Daniel King,Defender,16,1408,1,1
2018/19,Southampton,Oscar Thompson,Midfielder,26,2054,17,12
2018/19,Southampton,John Garcia,Midfielder,17,1156,19,4
2018/19,Southampton,Aaron Hall,Forward,29,2030,0,14
2018/19,Southampton,David Taylor,Midfielder,27,1782,20,9
2018/19,Southampton,Mason Martin,Forward,30,2400,23,15
2018/19,Southampton,Noah Young,Forward,16,1344,13,14
2018/19,Southampton,Ryan Clark,Forward,28,2520,18,11
2018/19,Southampton,James Scott,Midfielder,35,2625,16,5
2018/19,Southampton,Liam Johnson,Midfielder,5,460,24,13
2018/19,Southampton,Aaron Lewis,Forward,21,1260,5,13
2018/19,Southampton,Oscar Brown,Defender,27,2457,0,2
2018/19,Southampton,Jack Garcia,Midfielder,36,2340,13,4
2018/19,Southampton,Ryan Garcia,Midfielder,20,1600,7,7
2018/19,Southampton,Tom Jackson,Midfielder,30,2760,14,7
2018/19,Southampton,Aaron Brown,Midfielder,19,1444,9,14
2018/19,Tottenham,Ben Young,Defender,32,2080,19,10
2018/19,Tottenham,Noah Allen,Defender,32,2080,22,0
2018/19,Tottenham,Ryan Allen,Forward,32,2112,23,5
2018/19,Tottenham,David Young,Midfielder,9,639,18,5
2018/19,Tottenham,Luke Johnson,Forward,32,2592,19,15
2018/19,Tottenham,Alex Martin,Midfielder,32,2848,5,2
2018/19,Tottenham,Ben Thomas,Midfielder,24,1896,5,4
2018/19,Tottenham,David Smith,Midfielder,33,2178,10,7
2018/19,Tottenham,Harry Smith,Forward,31,2201,0,1
2018/19,Tottenham,Leo Jackson,Midfielder,23,1426,20,4
2018/19,Tottenham,David Allen,Midfielder,20,1620,12,3
2018/19,Tottenham,Leo Scott,Midfielder,8,712,18,6
2018/19,Tottenham,Daniel White,Defender,37,2294,18,4
2018/19,Tottenham,Michael Scott,Forward,32,2816,22,15
2018/19,Tottenham,Luke Martin,Forward,25,1575,18,4
2018/19,Tottenham,Luke Jackson,Defender,23,1932,9,4
2018/19,Tottenham,Chris Smith,Forward,18,1080,6,2
2018/19,Tottenham,Chris Taylor,Forward,25,1700,25,9
2018/19,West Ham,Noah Thomas,Midfielder,37,2590,19,8
2018/19,West Ham,Alex Jackson,Defender,25,2275,0,14
2018/19,West Ham,Michael Martin,Defender,21,1764,4,14
2018/19,West Ham,James Walker,Defender,29,2552,5,8
2018/19,West Ham,Ethan Brown,Forward,29,2610,19,7
2018/19,West Ham,Oscar Scott,Midfielder,14,924,24,14
2018/19,West Ham,Jack White,Forward,13,897,12,4
2018/19,West Ham,Harry Jackson,Defender,10,670,15,6
2018/19,West Ham,Tom Jackson,Midfielder,19,1254,15,9
2018/19,West Ham,Michael Young,Forward,22,1562,9,12
2018/19,West Ham,Alex Walker,Defender,6,474,16,5
2018/19,West Ham,Noah Allen,Forward,24,1800,24,15
2018/19,West Ham,John Anderson,Forward,34,2448,15,9
2018/19,West Ham,Alex Anderson,Forward,19,1425,10,9
2018/19,West Ham,James Taylor,Defender,25,1650,2,3
2018/19,West Ham,Aaron King,Midfielder,18,1440,25,2
2018/19,West Ham,Alex Brown,Defender,13,1105,1,14
2018/19,West Ham,Ryan Lewis,Midfielder,14,854,17,4
2018/19,Wolves,Alex Thompson,Forward,37,2812,0,11
2018/19,Wolves,Ryan Young,Forward,17,1258,2,14
2018/19,Wolves,Daniel Young,Midfielder,35,3185,11,0
2018/19,Wolves,Harry Walker,Defender,37,3330,16,5
2018/19,Wolves,Daniel Young,Forward,30,2610,14,14
2018/19,Wolves,James Smith,Defender,19,1292,24,11
2018/19,Wolves,John Anderson,Midfielder,21,1701,3,8
2018/19,Wolves,John Clark,Midfielder,38,3040,2,13
2018/19,Wolves,David Brown,Forward,38,2546,22,5
2018/19,Wolves,Chris Garcia,Midfielder,15,1305,8,3
2018/19,Wolves,James Hall,Midfielder,21,1806,5,13
2018/19,Wolves,Daniel Taylor,Midfielder,32,2528,19,8
2018/19,Wolves,Michael Smith,Forward,16,1504,19,6
2018/19,Wolves,Tom Hall,Midfielder,32,2784,12,5
2018/19,Wolves,Luke King,Defender,14,980,16,8
2018/19,Wolves,John Johnson,Midfielder,24,1512,11,0
2018/19,Wolves,Ethan King,Forward,10,700,20,13
2018/19,Wolves,Michael Johnson,Forward,10,670,5,8
2019/20,Arsenal,Harry Brown,Midfielder,12,1104,7,11
2019/20,Arsenal,Liam Lewis,Defender,34,2788,17,3
2019/20,Arsenal,Luke Jackson,Forward,9,801,6,13
2019/20,Arsenal,John Scott,Defender,14,868,5,8
2019/20,Arsenal,Harry Martin,Midfielder,20,1640,17,10
2019/20,Arsenal,Alex Johnson,Midfielder,23,1725,5,3
2019/20,Arsenal,James Thomas,Forward,6,498,15,14
2019/20,Arsenal,Liam Walker,Midfielder,18,1638,25,5
2019/20,Arsenal,Jack Lewis,Forward,34,2244,12,3
2019/20,Arsenal,Oscar Martin,Forward,23,1449,22,5
2019/20,Arsenal,Michael Thomas,Defender,14,1204,16,11
2019/20,Arsenal,David Johnson,Defender,23,1610,18,0
2019/20,Arsenal,Alex Hall,Defender,25,2300,23,1
2019/20,Arsenal,Jack Johnson,Forward,36,2304,16,5
2019/20,Arsenal,James Jackson,Forward,28,1792,9,10
2019/20,Arsenal,Alex Jackson,Midfielder,37,2590,13,6
2019/20,Arsenal,Tom Harris,Forward,33,2640,25,8
2019/20,Arsenal,James Lewis,Midfielder,23,1840,4,8
2019/20,Aston Villa,Jack Lewis,Midfielder,14,1148,23,2
2019/20,Aston Villa,Daniel Hall,Defender,8,736,19,4
2019/20,Aston Villa,Alex Allen,Defender,24,1680,23,4
2019/20,Aston Villa,Luke Young,Midfielder,37,2960,1,7
2019/20,Aston Villa,Tom Young,Forward,16,1136,25,15
2019/20,Aston Villa,Harry Lewis,Midfielder,24,2208,25,10
2019/20,Aston Villa,Chris Hall,Midfielder,34,2142,5,14
2019/20,Aston Villa,James Brown,Forward,26,2470,5,9
2019/20,Aston Villa,Luke Scott,Forward,10,890,16,5
2019/20,Aston Villa,Harry Harris,Forward,33,2145,24,8
2019/20,Aston Villa,Daniel Clark,Defender,5,310,25,11
2019/20,Aston Villa,James Allen,Forward,19,1558,16,10
2019/20,Aston Villa,Mason Thomas,Defender,24,1968,24,13
2019/20,Aston Villa,Mason White,Forward,34,3230,8,5
2019/20,Aston Villa,Harry Thomas,Midfielder,9,648,13,8
2019/20,Aston Villa,Oscar Thompson,Midfielder,18,1350,17,13
2019/20,Aston Villa,Aaron Brown,Forward,15,1035,1,2
2019/20,Aston Villa,Ethan Thompson,Midfielder,18,1332,12,12
2019/20,Bournemouth,John Hall,Midfielder,11,913,6,5
2019/20,Bournemouth,Oscar Clark,Defender,26,1586,25,5
2019/20,Bournemouth,David Johnson,Forward,27,2025,20,4
2019/20,Bournemouth,Aaron Garcia,Forward,6,462,11,4
2019/20,Bournemouth,Daniel Young,Defender,22,1892,16,13
2019/20,Bournemouth,Mason Garcia,Defender,13,845,6,9
2019/20,Bournemouth,Tom White,Forward,29,2001,0,4
2019/20,Bournemouth,Mason Lewis,Defender,15,1215,0,4
2019/20,Bournemouth,Harry Allen,Midfielder,13,923,15,15
2019/20,Bournemouth,Liam Walker,Forward,5,425,0,5
2019/20,Bournemouth,Mason Jackson,Defender,29,2030,4,12
2019/20,Bournemouth,Luke Clark,Defender,24,2040,16,2
2019/20,Bournemouth,Harry Taylor,Midfielder,19,1216,16,6
2019/20,Bournemouth,Ethan Young,Defender,7,469,11,2
2019/20,Bournemouth,Michael Scott,Midfielder,33,2046,15,13
2019/20,Bournemouth,Daniel Johnson,Midfielder,38,3382,20,15
2019/20,Bournemouth,David Smith,Midfielder,33,2178,20,4
2019/20,Bournemouth,Noah Walker,Defender,22,1804,5,0
2019/20,Brentford,Liam Martin,Midfielder,10,600,15,4
2019/20,Brentford,David Allen,Forward,32,1920,14,4
2019/20,Brentford,Oscar Taylor,Midfielder,10,750,2,4
2019/20,Brentford,Michael Allen,Defender,16,1248,25,8
2019/20,Brentford,John Martin,Forward,12,960,24,5
2019/20,Brentford,Mason Lewis,Midfielder,38,2736,23,15
2019/20,Brentford,Liam Lewis,Defender,19,1672,4,1
2019/20,Brentford,Liam King,Forward,18,1152,14,0
2019/20,Brentford,Ethan Smith,Forward,31,2015,5,6
2019/20,Brentford,David Thomas,Forward,13,1040,18,6
2019/20,Brentford,Ryan Young,Midfielder,29,2552,10,9
2019/20,Brentford,Ben Brown,Defender,24,1824,10,12
2019/20,Brentford,Aaron Thompson,Midfielder,27,2565,15,0
2019/20,Brentford,Leo Garcia,Forward,28,2128,20,10
2019/20,Brentford,Leo Anderson,Defender,34,2346,22,7
2019/20,Brentford,Aaron Jackson,Forward,8,720,24,4
2019/20,Brentford,Aaron Thomas,Midfielder,33,2145,21,11
2019/20,Brentford,Daniel Johnson,Defender,32,2368,5,4
2019/20,Brighton,Ben Scott,Forward,32,2784,21,6
2019/20,Brighton,Alex Clark,Midfielder,5,355,25,2
2019/20,Brighton,Alex White,Defender,26,1898,25,7
2019/20,Brighton,Aaron Clark,Midfielder,34,2754,23,3
2019/20,Brighton,Alex Jackson,Midfielder,35,2975,14,15
2019/20,Brighton,Michael Young,Forward,21,1281,17,15
2019/20,Brighton,Aaron Walker,Defender,22,1386,11,14
2019/20,Brighton,Luke Johnson,Forward,14,1204,4,4
2019/20,Brighton,Jack White,Midfielder,19,1767,13,11
2019/20,Brighton,Michael Johnson,Midfielder,24,2112,25,9
2019/20,Brighton,Aaron White,Forward,15,900,25,7
2019/20,Brighton,Tom Jackson,Midfielder,17,1564,0,15
2019/20,Brighton,Luke Lewis,Defender,13,832,7,0
2019/20,Brighton,David Garcia,Forward,33,2409,14,7
2019/20,Brighton,Oscar Harris,Defender,13,1144,14,11
2019/20,Brighton,Ethan Allen,Midfielder,8,520,24,2
2019/20,Brighton,Ben Thompson,Midfielder,20,1640,20,15
2019/20,Brighton,Oscar Harris,Midfielder,29,2697,20,0
2019/20,Burnley,Luke Lewis,Midfielder,16,1088,23,10
2019/20,Burnley,Michael Thomas,Defender,9,576,4,3
2019/20,Burnley,Luke Harris,Defender,12,864,4,12
2019/20,Burnley,James Martin,Forward,14,966,10,14
2019/20,Burnley,John Johnson,Defender,26,1664,2,15
2019/20,Burnley,Daniel Walker,Defender,17,1343,22,14
2019/20,Burnley,Luke Taylor,Midfielder,17,1088,22,14
2019/20,Burnley,Mason Brown,Forward,33,1980,11,6
2019/20,Burnley,James Clark,Forward,25,1600,14,9
2019/20,Burnley,David Smith,Defender,24,2040,9,4
2019/20,Burnley,Luke Young,Midfielder,37,3256,1,10
2019/20,Burnley,Mason Hall,Defender,18,1080,20,10
2019/20,Burnley,Ethan Young,Forward,20,1800,12,7
2019/20,Burnley,Leo Smith,Defender,16,1008,25,9
2019/20,Burnley,Liam Smith,Defender,10,860,2,1
2019/20,Burnley,John White,Forward,17,1275,12,5
2019/20,Burnley,Mason Jackson,Midfielder,19,1539,1,1
2019/20,Burnley,David Smith,Defender,14,966,7,2
2019/20,Chelsea,Michael Brown,Defender,26,2236,8,5
2019/20,Chelsea,David Taylor,Forward,28,1876,19,10
2019/20,Chelsea,Ryan Lewis,Forward,22,1496,9,10
2019/20,Chelsea,Mason Scott,Defender,22,1738,5,2
2019/20,Chelsea,Aaron Lewis,Defender,12,720,1,6
2019/20,Chelsea,Ben Clark,Forward,29,1885,4,0
2019/20,Chelsea,Michael Hall,Defender,35,2905,25,1
2019/20,Chelsea,Chris Jackson,Midfielder,28,2296,20,9
2019/20,Chelsea,Michael Jackson,Defender,37,3219,20,5
2019/20,Chelsea,Mason Martin,Midfielder,23,1495,4,4
2019/20,Chelsea,Ben Clark,Midfielder,24,1560,13,3
2019/20,Chelsea,James Allen,Defender,9,828,25,13
2019/20,Chelsea,Tom Thompson,Midfielder,16,1008,23,7
2019/20,Chelsea,Noah Brown,Midfielder,27,2322,5,2
2019/20,Chelsea,Daniel Taylor,Midfielder,29,2030,23,0
2019/20,Chelsea,Ethan Taylor,Midfielder,30,2820,23,1
2019/20,Chelsea,Chris Allen,Midfielder,7,637,10,7
2019/20,Chelsea,Ethan Jackson,Forward,23,2070,8,15
2019/20,Crystal Palace,Tom Clark,Midfielder,11,990,9,2
2019/20,Crystal Palace,Michael Anderson,Defender,18,1242,22,4
2019/20,Crystal Palace,John Thompson,Defender,16,1376,13,11
2019/20,Crystal Palace,Chris Anderson,Midfielder,28,2548,14,3
2019/20,Crystal Palace,Alex Martin,Midfielder,27,2052,13,5
2019/20,Crystal Palace,Ethan Jackson,Midfielder,17,1496,22,10
2019/20,Crystal Palace,Harry Taylor,Forward,26,2002,13,13
2019/20,Crystal Palace,Noah Smith,Midfielder,29,1943,5,6
2019/20,Crystal Palace,Michael Jackson,Midfielder,28,2240,6,6
2019/20,Crystal Palace,Leo Jackson,Midfielder,11,946,7,5
2019/20,Crystal Palace,Liam White,Forward,11,979,17,0
2019/20,Crystal Palace,Tom Thompson,Defender,8,680,24,1
2019/20,Crystal Palace,Harry Thompson,Defender,7,665,4,6
2019/20,Crystal Palace,David Brown,Midfielder,37,3034,2,11
2019/20,Crystal Palace,Jack Young,Forward,7,616,1,4
2019/20,Crystal Palace,Ethan Walker,Forward,26,1768,18,12
2019/20,Crystal Palace,James Garcia,Midfielder,35,2835,24,1
2019/20,Crystal Palace,Noah White,Midfielder,36,3384,6,0
2019/20,Everton,Ethan Smith,Forward,13,897,23,12
2019/20,Everton,David Young,Midfielder,36,2484,3,5
2019/20,Everton,Alex Johnson,Forward,14,1274,11,2
2019/20,Everton,Alex Hall,Forward,21,1554,17,3
2019/20,Everton,Chris Martin,Defender,21,1953,19,1
2019/20,Everton,John Clark,Midfielder,12,852,22,7
2019/20,Everton,Ryan Martin,Midfielder,5,340,1,2
2019/20,Everton,Ethan White,Defender,13,1027,23,3
2019/20,Everton,Ethan Clark,Midfielder,15,1425,8,14
2019/20,Everton,Daniel Lewis,Midfielder,13,1222,12,8
2019/20,Everton,Leo Brown,Forward,24,2184,4,12
2019/20,Everton,John Johnson,Midfielder,34,2788,25,4
2019/20,Everton,Tom Allen,Midfielder,20,1300,1,4
2019/20,Everton,Aaron Walker,Forward,32,2944,6,6
2019/20,Everton,John White,Forward,18,1674,20,2
2019/20,Everton,Mason White,Forward,5,325,14,4
2019/20,Everton,Ethan Anderson,Defender,27,1809,14,14
2019/20,Everton,Aaron Smith,Midfielder,26,2080,1,8
2019/20,Fulham,Leo Young,Defender,28,2380,7,10
2019/20,Fulham,James Young,Forward,25,1975,3,1
2019/20,Fulham,Alex Brown,Midfielder,28,1904,21,1
2019/20,Fulham,Jack Harris,Forward,5,415,11,13
2019/20,Fulham,Mason Smith,Forward,29,2407,12,7
2019/20,Fulham,Leo Smith,Defender,38,3458,9,3
2019/20,Fulham,Oscar Smith,Forward,32,2464,15,10
2019/20,Fulham,Ben Martin,Midfielder,5,300,7,0
2019/20,Fulham,Oscar Lewis,Midfielder,8,656,14,12
2019/20,Fulham,Luke Smith,Forward,19,1729,23,6
2019/20,Fulham,Luke Taylor,Defender,10,860,13,3
2019/20,Fulham,Ethan Harris,Forward,25,2225,20,15
2019/20,Fulham,Alex Lewis,Defender,20,1820,17,7
2019/20,Fulham,Daniel Garcia,Forward,7,658,18,7
2019/20,Fulham,Michael Martin,Defender,23,1955,8,12
2019/20,Fulham,Daniel White,Midfielder,14,910,24,1
2019/20,Fulham,David Taylor,Midfielder,25,1625,22,5
2019/20,Fulham,John Walker,Forward,12,852,20,3
2019/20,Leicester,Alex Thomas,Forward,22,1672,19,15
2019/20,Leicester,Alex White,Forward,31,2139,18,9
2019/20,Leicester,Mason Brown,Midfielder,7,630,4,8
2019/20,Leicester,Jack Johnson,Defender,31,2790,25,14
2019/20,Leicester,Alex King,Defender,16,1056,21,4
2019/20,Leicester,Leo Young,Defender,22,2002,3,3
2019/20,Leicester,Harry Anderson,Defender,33,3135,8,1
2019/20,Leicester,Oscar Johnson,Forward,37,2923,5,0
2019/20,Leicester,Mason Brown,Midfielder,11,935,11,10
2019/20,Leicester,Liam Johnson,Midfielder,21,1680,16,11
2019/20,Leicester,Ryan Anderson,Defender,36,3420,5,12
2019/20,Leicester,Noah Garcia,Defender,5,350,19,5
2019/20,Leicester,Chris Hall,Forward,11,913,16,13
2019/20,Leicester,Oscar Thomas,Forward,19,1292,21,1
2019/20,Leicester,Noah White,Forward,35,3010,7,15
2019/20,Leicester,Noah Anderson,Forward,23,1403,21,1
2019/20,Leicester,Daniel Jackson,Midfielder,35,2205,21,2
2019/20,Leicester,Oscar Garcia,Midfielder,23,1541,6,3
2019/20,Liverpool,James Johnson,Midfielder,38,2584,3,11
2019/20,Liverpool,Aaron Garcia,Forward,25,2100,20,11
2019/20,Liverpool,Harry Allen,Midfielder,32,2880,13,12
2019/20,Liverpool,Michael King,Midfielder,8,544,15,6
2019/20,Liverpool,Alex Johnson,Forward,27,2376,15,1
2019/20,Liverpool,Mason Harris,Forward,23,2070,12,15
2019/20,Liverpool,John Allen,Forward,32,2464,2,14
2019/20,Liverpool,Tom Harris,Forward,31,2108,24,12
2019/20,Liverpool,Tom White,Forward,29,1856,6,14
2019/20,Liverpool,Aaron Johnson,Defender,19,1254,22,9
2019/20,Liverpool,Mason Martin,Defender,6,534,6,12
2019/20,Liverpool,Alex Scott,Midfielder,13,1131,11,8
2019/20,Liverpool,Harry Clark,Defender,16,1312,24,14
2019/20,Liverpool,Daniel Lewis,Forward,26,2132,10,13
2019/20,Liverpool,Ryan Thompson,Defender,21,1512,16,0
2019/20,Liverpool,Tom Thomas,Midfielder,29,2233,16,5
2019/20,Liverpool,Jack Allen,Forward,35,2520,22,14
2019/20,Liverpool,Tom Young,Midfielder,13,845,2,3
2019/20,Man City,Mason Harris,Defender,17,1190,11,2
2019/20,Man City,Luke Smith,Midfielder,24,1776,23,12
2019/20,Man City,Ethan Brown,Defender,10,840,18,6
2019/20,Man City,Michael Taylor,Midfielder,9,684,3,11
2019/20,Man City,Aaron Young,Defender,24,1776,22,11
2019/20,Man City,Daniel Martin,Forward,9,810,14,15
2019/20,Man City,Chris Taylor,Forward,36,2988,10,5
2019/20,Man City,Leo Thomas,Defender,16,1472,1,2
2019/20,Man City,Luke Martin,Defender,8,528,11,2
2019/20,Man City,Tom Anderson,Defender,14,980,18,4
2019/20,Man City,Oscar Thompson,Forward,25,2325,17,1
2019/20,Man City,Chris Young,Defender,13,1222,12,11
2019/20,Man City,Oscar Allen,Midfielder,12,852,25,11
2019/20,Man City,Daniel Anderson,Forward,15,1425,23,13
2019/20,Man City,Daniel Martin,Defender,6,360,20,15
2019/20,Man City,Daniel Thompson,Forward,18,1584,4,6
2019/20,Man City,Harry White,Midfielder,27,2079,6,13
2019/20,Man City,Tom Young,Defender,28,2380,11,14
2019/20,Man United,David King,Defender,13,1118,24,14
2019/20,Man United,Luke Martin,Forward,27,1998,5,1
2019/20,Man United,Ryan Scott,Defender,17,1156,24,7
2019/20,Man United,Mason Thomas,Midfielder,5,410,2,2
2019/20,Man United,Noah Anderson,Forward,28,2492,11,14
2019/20,Man United,Tom Martin,Defender,19,1159,19,12
2019/20,Man United,Tom Garcia,Midfielder,34,2176,16,3
2019/20,Man United,Harry Jackson,Forward,32,2592,1,1
2019/20,Man United,James Anderson,Defender,37,3441,8,1
2019/20,Man United,Luke Brown,Forward,27,1998,17,14
2019/20,Man United,Aaron Jackson,Forward,13,975,6,10
2019/20,Man United,Aaron Taylor,Defender,25,1550,2,11
2019/20,Man United,Ryan Brown,Forward,37,2368,22,2
2019/20,Man United,Leo Taylor,Forward,9,675,16,5
2019/20,Man United,Michael Young,Midfielder,22,1892,9,10
2019/20,Man United,Ethan White,Defender,18,1692,21,4
2019/20,Man United,Michael Lewis,Midfielder,37,3145,19,8
2019/20,Man United,Ben Thompson,Midfielder,35,2940,9,12
2019/20,Newcastle,Noah Scott,Defender,31,2821,10,12
2019/20,Newcastle,Luke Walker,Forward,8,600,1,10
2019/20,Newcastle,Ethan Johnson,Forward,18,1638,24,10
2019/20,Newcastle,Alex Anderson,Defender,36,2808,12,1
2019/20,Newcastle,Oscar Thomas,Forward,25,1850,1,5
2019/20,Newcastle,Luke Scott,Defender,29,2755,7,14
2019/20,Newcastle,Tom Allen,Forward,19,1672,14,6
2019/20,Newcastle,Harry Martin,Defender,13,1053,21,1
2019/20,Newcastle,Luke Smith,Defender,20,1720,20,8
2019/20,Newcastle,Michael Clark,Defender,38,2698,10,9
2019/20,Newcastle,Ryan Thompson,Defender,25,1975,12,14
2019/20,Newcastle,Michael Scott,Defender,35,3185,1,10
2019/20,Newcastle,Tom King,Midfielder,8,512,9,15
2019/20,Newcastle,Jack Taylor,Forward,9,711,0,12
2019/20,Newcastle,Ben Taylor,Defender,25,2225,9,14
2019/20,Newcastle,James Johnson,Midfielder,20,1260,9,10
2019/20,Newcastle,David Hall,Midfielder,32,2080,20,1
2019/20,Newcastle,Mason King,Forward,21,1722,3,5
2019/20,Norwich,Harry White,Defender,19,1615,0,3
2019/20,Norwich,Noah Johnson,Defender,37,2738,10,9
2019/20,Norwich,Tom Thomas,Defender,17,1173,7,9
2019/20,Norwich,James Johnson,Forward,11,814,15,13
2019/20,Norwich,Ethan Taylor,Midfielder,6,384,8,13
2019/20,Norwich,Daniel Young,Defender,22,1452,23,6
2019/20,Norwich,Leo Johnson,Midfielder,11,814,10,4
2019/20,Norwich,Ben Johnson,Defender,28,2268,21,14
2019/20,Norwich,John Lewis,Forward,14,1162,17,4
2019/20,Norwich,Oscar Smith,Defender,30,2250,24,5
2019/20,Norwich,Liam Garcia,Midfielder,25,2250,22,4
2019/20,Norwich,Harry Allen,Forward,27,1809,19,7
2019/20,Norwich,Michael Scott,Midfielder,36,2736,14,14
2019/20,Norwich,Daniel Smith,Forward,20,1580,8,7
2019/20,Norwich,Luke Allen,Forward,30,2520,16,8
2019/20,Norwich,John Thomas,Forward,27,2025,6,9
2019/20,Norwich,Michael Walker,Midfielder,13,1118,15,10
2019/20,Norwich,Noah Thompson,Defender,15,1410,13,14
2019/20,Southampton,Alex Jackson,Midfielder,32,2400,18,1
2019/20,Southampton,Chris White,Forward,30,2430,10,14
2019/20,Southampton,David Harris,Forward,25,1850,21,13
2019/20,Southampton,Aaron Thompson,Midfielder,34,2448,24,4
2019/20,Southampton,Chris Lewis,Midfielder,28,2156,19,15
2019/20,Southampton,Ben Smith,Midfielder,31,2697,1,4
2019/20,Southampton,Daniel Scott,Defender,25,1950,4,6
2019/20,Southampton,Noah Clark,Forward,22,1562,2,12
2019/20,Southampton,Daniel Garcia,Forward,12,996,0,12
2019/20,Southampton,James Martin,Midfielder,34,2142,17,8
2019/20,Southampton,Harry Walker,Defender,26,1638,10,1
2019/20,Southampton,Ryan Young,Midfielder,28,2016,17,10
2019/20,Southampton,Luke Clark,Defender,31,2294,10,12
2019/20,Southampton,Ethan Harris,Forward,11,979,3,10
2019/20,Southampton,Ethan Harris,Midfielder,35,2590,14,8
2019/20,Southampton,Chris Martin,Defender,35,2625,17,13
2019/20,Southampton,Harry Walker,Midfielder,16,1248,21,5
2019/20,Southampton,James Walker,Midfielder,7,595,10,3
2019/20,Tottenham,David White,Midfielder,38,2280,19,1
2019/20,Tottenham,Tom Taylor,Defender,11,737,14,3
2019/20,Tottenham,Noah Brown,Defender,26,2470,1,15
2019/20,Tottenham,David Jackson,Forward,9,828,8,5
2019/20,Tottenham,Harry Garcia,Defender,32,2848,16,3
2019/20,Tottenham,Luke Thompson,Defender,27,2565,8,0
2019/20,Tottenham,Alex Thomas,Forward,38,3230,24,1
2019/20,Tottenham,John Young,Defender,14,952,12,3
2019/20,Tottenham,David Lewis,Defender,37,3441,17,15
2019/20,Tottenham,Ethan Harris,Midfielder,6,372,14,2
2019/20,Tottenham,Oscar Scott,Forward,24,1920,6,2
2019/20,Tottenham,James Thompson,Midfielder,25,2150,11,12
2019/20,Tottenham,Harry Johnson,Defender,5,305,1,5
2019/20,Tottenham,Ben Hall,Forward,15,1170,18,11
2019/20,Tottenham,Michael Johnson,Forward,17,1292,22,13
2019/20,Tottenham,James Thomas,Forward,31,2759,8,12
2019/20,Tottenham,Aaron Smith,Midfielder,12,1032,0,10
2019/20,Tottenham,Alex Harris,Midfielder,22,2024,21,7
2019/20,West Ham,Daniel Clark,Forward,14,1274,16,3
2019/20,West Ham,Luke Garcia,Forward,29,2175,7,13
2019/20,West Ham,Chris Johnson,Defender,34,2822,1,4
2019/20,West Ham,Mason Smith,Forward,14,1288,24,14
2019/20,West Ham,Liam Taylor,Forward,28,2324,4,14
2019/20,West Ham,Jack Anderson,Forward,26,1612,14,2
2019/20,West Ham,Luke Harris,Midfielder,12,996,0,14
2019/20,West Ham,Harry Allen,Midfielder,25,1550,11,7
2019/20,West Ham,Alex Garcia,Defender,34,3162,25,10
2019/20,West Ham,John Thompson,Midfielder,30,2100,23,12
2019/20,West Ham,Ryan Johnson,Forward,36,2340,22,6
2019/20,West Ham,James Thompson,Forward,38,2622,3,12
2019/20,West Ham,Tom Smith,Midfielder,26,1924,15,3
2019/20,West Ham,David Thompson,Forward,30,2580,6,4
2019/20,West Ham,Harry King,Defender,33,2574,9,7
2019/20,West Ham,Ben King,Midfielder,16,1360,8,4
2019/20,West Ham,Ben Lewis,Forward,34,2618,0,2
2019/20,West Ham,Daniel Allen,Forward,22,1760,20,12
2019/20,Wolves,Michael Young,Forward,17,1190,12,13
2019/20,Wolves,Mason King,Defender,17,1105,0,14
2019/20,Wolves,Noah Lewis,Forward,11,968,15,14
2019/20,Wolves,Noah Thompson,Forward,14,1302,1,1
2019/20,Wolves,Luke Brown,Defender,18,1278,11,5
2019/20,Wolves,David Walker,Midfielder,30,1800,2,13
2019/20,Wolves,Jack Lewis,Midfielder,15,1320,7,15
2019/20,Wolves,Luke Thompson,Midfielder,15,1275,7,13
2019/20,Wolves,John Clark,Forward,18,1242,8,8
2019/20,Wolves,Chris Clark,Forward,20,1400,16,10
2019/20,Wolves,Ben Thomas,Defender,26,2106,5,2
2019/20,Wolves,Noah Allen,Forward,22,1760,8,3
2019/20,Wolves,Jack Jackson,Midfielder,11,704,12,14
2019/20,Wolves,Oscar Young,Defender,20,1760,21,10
2019/20,Wolves,Luke Harris,Forward,30,1860,18,1
2019/20,Wolves,David Young,Forward,35,2765,18,5
2019/20,Wolves,Daniel Anderson,Midfielder,15,1320,10,3
2019/20,Wolves,Alex Martin,Forward,30,2190,20,0
2020/21,Arsenal,Jack Smith,Forward,10,730,20,14
2020/21,Arsenal,John Lewis,Defender,6,504,20,0
2020/21,Arsenal,Ethan Martin,Midfielder,5,425,12,14
2020/21,Arsenal,Ryan Walker,Midfielder,25,1850,17,7
